cond,seg,net_max,net_rms,hicks_5pct_max,hicks_5pct_rms,hicks_1pct_max_moment_placeholder,section,hicks_1pct_max
7kg_10bpm,12CA,850.412312706406,712.9190423517197,42.520615635320304,35.645952117585985,,CA,8.50412312706406
7kg_10bpm,13CA,845.5410363710806,713.0101606186506,42.277051818554035,35.650508030932535,,CA,8.455410363710806
7kg_10bpm,1CA,863.605249377358,713.690806867022,43.1802624688679,35.6845403433511,,CA,8.63605249377358
7kg_10bpm,3CA,892.7524222858214,713.8274341297291,44.63762111429107,35.69137170648646,,CA,8.927524222858214
7kg_10bpm,5CA,882.0423240985225,713.7672488955859,44.102116204926126,35.688362444779294,,CA,8.820423240985225
7kg_10bpm,6CA,872.7447602763555,713.6020294642162,43.63723801381778,35.68010147321081,,CA,8.727447602763554
7kg_10bpm,7CA,836.366536052764,713.0025645564957,41.818326802638204,35.65012822782479,,CA,8.36366536052764
7kg_10bpm,8CA,859.1986696987263,712.8849768868514,42.95993348493632,35.64424884434257,,CA,8.591986696987263
7kg_10bpm,9CA,835.5999002444397,712.9609035658445,41.77999501222199,35.64804517829223,,CA,8.355999002444397
7kg_16bpm,10AB,895.3356489813108,715.1857758630396,44.766782449065545,35.75928879315198,,AB,8.953356489813109
7kg_16bpm,1AB,867.9023921593467,714.8010670231415,43.39511960796734,35.74005335115708,,AB,8.679023921593467
7kg_16bpm,2AB,843.4091235689849,715.1867890769325,42.17045617844925,35.75933945384663,,AB,8.434091235689849
7kg_16bpm,3AB,888.2468588871063,715.6780966672047,44.412342944355316,35.78390483336024,,AB,8.882468588871063
7kg_16bpm,4AB,900.2852101909034,715.601616548837,45.014260509545174,35.78008082744185,,AB,9.002852101909035
7kg_16bpm,5AB,947.9488724614988,716.1405430857483,47.39744362307494,35.80702715428742,,AB,9.479488724614988
7kg_16bpm,6AB,934.2674428886944,715.8137667698229,46.71337214443472,35.790688338491144,,AB,9.342674428886944
7kg_16bpm,7AB,919.2176749905383,715.855005039917,45.960883749526914,35.792750251995855,,AB,9.192176749905384
